ID,Text,Valence,Arousal,Dominance,Category
79,@USER @USER @USER Hahaha. Met een vertaalprogramma is het niveau van Tjerrie😁te evenaren,0.62963415,0.731432987,0.756827069,joy
80,vanavond om 20:00 gaan we misschien live met jouke coehoorn word erg gezellig chatten mag alvast😀@LINK,0.602277288,0.337094135,0.50983078,neutral
81,@USER @USER Raar🤣Ook niet voorspelbaar enzo.,0.417452878,0.632759717,0.649559863,neutral
82,@USER Dus ze hebben alweer gewonnen🤣Ajax heeft 1 punt verschilhet zal toch niet waar zijnmaar dat weten WIJ pas  zondag de 14e.Reuze spannend❗️😊,0.505675139,0.75888314,0.417753716,joy
83,@USER @USER @USER Wat een harde val gaat het wel oke met je? Ik schrok me rot😱en dan ook nog die kussens er bij poeh.🏃👊👍💪,0.354643229,0.75547114,0.432048899,fear
84,Wat een doffe ellende qua arbitrage bij #reabay😤Twee buitenspel goals onterecht rood #Vidal en sparen van #Casemiro Asap videoscheids plz!!,0.240417981,0.68089279,0.667096312,anger
85,@USER @USER Dan vraag je niet hoe oud is Corne😡Maar hoe jong is Corne eigenlijk? klinkt al stukke vriendelijker 😘,0.270828672,0.663739782,0.86685263,anger
86,@USER Ik weet het al😉Was een mooi moment,0.827414948,0.070604615,0.4990791,neutral
87,@USER Niet zo best voor het dakje 😊🌨of na 2 uur😀gaat het boekje Alles.. ook nog in prijs naar beneden😃🤔( interesse),0.529914517,0.422196556,0.487664636,neutral
88,@USER @USER Mazzelkont😁Veel plezier👍,0.651287954,0.683916927,0.534086264,joy
89,Kinderactiviteiten naschool in de Eilandenbuurt Almere Buiten-Oost😎voor info en inschrijven mail Gwen: claasz@USER.nl @LINK,0.445400697,0.261393059,0.403776054,neutral
90,Theo Francken nogal 'fier' op de 'vreemdelingentax' &amp; Burgemeester🤔In België is het fascisme nog normaler dan in NL @LINK,0.301188179,0.355040277,0.317094999,anger
91,@USER Wat uurtjes slaap doen je goed😉Mooie felle dag Tulpje🌷,0.702432046,0.165361676,0.333558776,neutral
92,@USER ben benieuwd😘ik wacht wel rustig af,0.560918441,0.330868706,0.306924632,joy
93,@USER @USER @USER @USER @USER Dat is de praktijk😎bedoel ik. Staat dicht bij georganiseerde misdaad.,0.286303512,0.066209737,0.733664868,neutral
94,#top250douane Trots op het werk van de douane😃Hoe blijven we trots? Door steeds te kijken hoe het beter kan!,0.767730392,0.604688094,0.657349756,joy
95,@USER @USER @USER Vroege vogel😄lekker hoor!,0.617499188,0.565873893,0.528182018,neutral
96,@USER Nare bult😕Hoop dat de uitslag goed is!,0.075180123,0.563119816,0.073084111,fear
97,Vandaag een g🤗ed en p🤗sitief gesprek gehad met de Gemeente Gr😘ningen. Gelukkig werken in deze gemeente wel mensen... @LINK,0.743095379,0.572723025,0.557704767,joy
98,@USER Ik deed nog maar een koffie😆and... @LINK,0.658305469,0.487754594,0.5273428,joy
99,@USER @USER @USER @USER @USER oei Crombez n clown noemendas geen verwijt maar voor hem n compliment😉hofnar,0.469556692,0.140021473,0.834489854,anger
100,@USER Zó erg😟trek jullie op aan elkaar!! Sterkte Steef!! Dikke knuffel😘,0.130016707,0.693885214,0.172851513,sadness
101,Trek jij de company credit card ook leeg voor zo'n lunch in de  frisse buitenlucht? Lees dan dit😏@LINK,0.487609867,0.348801055,0.404472213,joy
102,@USER  zodat ze geen valse hoop krijgen dat ze hun geld eerder krijgen😡vooral bij mensen die het echt nodig hebben,0.062716543,0.574122009,0.676271647,anger
103,@USER @USER Dat begrijp ik niet🤔De CU is geen partij van steile gereformeerden. D66 is eerder dogmatisch atheïstisch en wil dat dwingend opleggen,0.42869163,0.213451807,0.481839324,anger
104,#we zijn er bijna#zo heerlijk kneuterig en ik gún het ze zo☺️ik doe t ervoor op die leeftijd,0.796654118,0.524814606,0.556402759,joy
105,@USER ik hou ook van mensen van Europa Parijs 😢Nice😥Berlijn😢Londen😥Madrid😢Istanboel 😥,0.164770182,0.36144754,0.175007818,neutral
106,@USER Haha😀ik dacht dat je was geëmigreerd  naar brussel😎 @LINK,0.567588655,0.709384798,0.651926863,joy
107,@USER of mcdonalds🙄die juwelier daar zit nog logica in maar mcdo gb kruidvat? En allemaal in tzelfde stadje.Ben blij dak r ni woon😂,0.329842695,0.394953572,0.590949893,fear
108,@USER ahhh zag het ook😱wel een glas cola 🤔#peterjanrens,0.45527356,0.4991063,0.358459541,neutral
109,@USER Wat eennslechte voorspelling weer😡Om 4uur gaf app nog aan dat het vanavond droog zou zijn en nu weer hoosbuien 😡,0.154099372,0.836481907,0.682099456,anger
110,Deze kwamen ook nog even langs een enorme groep speciaal gebouwde fietsen...:D🤣In Lepelstraat... @LINK,0.672224143,0.624431146,0.490562991,joy
111,@USER @USER Hopelijk werkt de airco goed🤨werk ze,0.290414745,0.44044215,0.304231946,neutral
112,Zo verslaafd aan da softijs op men werk grldmdkdjvs😭whyyy,0.338647528,0.811892649,0.371393654,sadness
113,@USER komt goed😏wanneer was je ook alweer jarig.....😛❤,0.626847181,0.273753365,0.288692407,neutral
114,Fucking 7 jaar geleden all weer dat die klote ziekte je weg nam van ons😭 i really miss you😔my butterfly wherever I go🦋1-10-2010🥀 @LINK,0.164741216,0.565522964,0.07053265,sadness
115,@USER blijft in het nieuws😂Parlementaire barbecue vol met heerlijke affiches #fvd @LINK,0.592478261,0.712457054,0.669754344,joy
116,@USER Alleen timmermannen met houthakkers blouse niet😁cijfers wezen namelijk uit dat ........... :-)) en cijfers liegen nooit ........,0.497358802,0.339384051,0.652057082,joy
117,@USER @USER super lief😍alsof hun veertjes gekamt zijn voor het poseren haha. Prachtige foto!,0.689666155,0.617409028,0.566612822,joy
118,@USER Oh een rode poes😍echt die wil ik zo graag.heb vorig jaar de rode kitten weggedaan.nog steeds spijt van. Maar nu 3 zwart witjes in huis,0.445768355,0.60603129,0.282902978,joy
119,@USER Wat een vergelijking😱ik ben gelukkig vegetariër.,0.442002098,0.734677344,0.240737043,fear
120,@USER egypte😋ben echt blij😘,0.864832833,0.549422728,0.610500167,joy
121,@USER @USER Openlijk commentaar maken. Ik wilde gewoon onvoorbereid zijn😗Ik zit nog op het vliegveld he dus we vragen aan een local wel wat er is🤓,0.314102371,0.441026887,0.509345051,anger
122,@LINK de accu bijna leeg is rijdt hij zelf naar een oplaadstation.,0.59289363,0.179659692,0.344660548,neutral
123,Zo nog even een bak koffie en een peuk😁na 11 uur niets meer eten drinken of roken. Om 1 uur ct scan van mijn nieren.👩‍⚕️👨‍⚕️💉,0.571012716,0.435629986,0.705399273,fear
124,Ha😁ha😁ha😁ja hé Jessica Klaver een echt 'snoepje' met d'r sex-appeal.. En Marieke Rutte een Vos in een bikini.. #meer vrouwen in de politiek @LINK,0.585937919,0.955437929,0.677898469,joy
125,@USER Adreswijziging bij Kranshi uurtje wachten en dan in 3 minuten gepiept😀Lang leve Dushi Curacao👍,0.956183056,0.60133563,0.792131834,joy
126,Raakt de markt eindelijk gezond en dan is het opeens crisis😂Kantorencrisis Amsterdam komt steeds dichterbij @LINK @USER,0.49571621,0.466689957,0.649653178,fear
127,Uitmuntend😜Schitterend spel ook voor niet stuiteraars. @LINK,0.75583241,0.518214853,0.568843612,joy
128,"@USER ja! En dan gezellig als ""vriendinnen"" onderling😝om 1 zo'n man",0.375336371,0.690758443,0.843158588,anger
129,@USER Ja was super😋heb ervan genoten,0.872807108,0.301858599,0.487051914,joy
130,Valentijn❤like💜deel💚win💛aktie  Voor jezelf😍jou Valentijn 😍 Wil je kans maken op 1 van deze gifts Doe dan mee❣... @LINK,0.509080627,0.404488294,0.337298679,neutral
131,@USER Gewoon geparkeerd het is een heel smal straatje wat langs de huizen loopt😂Bijna niet te zien hé,0.840320374,0.623998798,0.663536232,neutral
132,@USER Meer😂Dank 👍,0.643978971,0.560193659,0.560403861,joy
133,@USER toch maar weer beginnen met twitter😀Ik volg je nu.,0.514910423,0.251352604,0.403240038,neutral
134,@USER @USER @USER @USER morguh Martin☕ hier in Ridderkerk nog wat zonnestralen maar vrees niet lang meer😉fijne dag🤗,0.459806194,0.286640341,0.324907439,neutral
135,@USER Hij zwierf solo ging heel even zitten in lastige hoek foto is onscherp😳Dacht heb nieuwe juffers gezien (lette op kleur) pff best moeilijk,0.335267525,0.302957674,0.211618788,anger
136,In je bikini/zwembroek naar school toe OF in een onesie naar school!?😜💓 … — Onesie😂Nooit meer zwemmen☺️Jij ook💋 @LINK,0.513777513,0.360803935,0.483450338,neutral
137,@USER heeft toch geen zin meer he die komt nu toch niemeer uit dan brengt die alleen ongeluk🙄tenzij ik flessengeluk heb,0.149047472,0.289576436,0.176045759,sadness
138,Hilarisch😂ontgroening op de bouw!! @LINK,0.836011229,0.891150144,0.549572807,joy
139,Hé @USER @USER is al overgenomen😉maar zullen toch grote set blauw bestellen (toch wel duurzaam gefabriceerd?)😀 #lakdoortijn 👏👏👏 @LINK,0.540068182,0.443533957,0.473224974,neutral
140,@USER You rock Eva!!#eatthis Wrijf het er maar eens goed in😁Zou ze u nog kennen eigenlijk🤨🤔,0.683194088,0.953416109,0.955771472,joy
141,Liefhebber betaalt 100.000 voor Apple 1 @LINK via @USER🙄Het kost wat maar dan heb je ook de 1ste Apple van Steve Jobs,0.390445108,0.255538742,0.462271786,neutral
142,@USER Wij hebben gewoon meteen de 'beste' gamer genomen😎Trouwens als ik dit geweten had was ik in 1999 niet gestopt met Fifa! 😂😜,0.586936657,0.591593273,0.820131414,joy
143,@USER Een paar om te mailen😂Waarschijnlijk krijg je dan een boete vanwege belediging van het ambt🤔 @LINK,0.38738927,0.699982646,0.516049816,anger
144,@USER Dankje hoop dat het eens klaar is bij mij want ja op zo manier positief te blijven is erg zwaar😞en men gaat me er door laten vallen,0.066394306,0.386611728,0.059533908,sadness
145,@USER @USER Was maar een grapke hé Stevie😎respect hé mateke!!💪👍,0.630076383,0.947630043,0.448298933,joy
146,"@USER @USER @USER Ineens zijn de rijen ""opgelost""😳. Mijn stembureau is nog steeds open😃@LINK",0.381864976,0.566007707,0.467918587,neutral
147,@USER Ik kreeg er maar 2😬Heb jij een streepje voor😁,0.49193027,0.538663629,0.382937177,neutral
148,Al weer acht jaar geleden. De tijd gaat hard😢Arme Terry. @LINK,0.060539989,0.292413648,0.063181177,sadness
149,Oh schaam mij nl mijn klacht als ik op terug kijk klik ik pauzes niet mag doorspoelen😳is wel vet irritant hoor!,0.260573784,0.515521406,0.297538748,anger
150,@USER We slippen dicht😉misschien minder auto's per gezin#omdenken#,0.393813371,0.210573284,0.735195794,joy
151,@USER heel veel plezierlig hier met griep in bed😥geniet van je vrije tijd....dik verdienten........,0.30745763,0.327289537,0.224487195,sadness
152,@USER @USER Top artikel! Maar als ze alles had moeten benoemen🤔had ze een heel KATERN vd VK moeten krijgen😊Dat zou n leuke buffer opbrengen😉🤗,0.65578142,0.788544405,0.70392746,joy
153,@USER Zou is nog hard😀ben benieuwd ik wacht het af!!,0.718173091,0.751212837,0.487565947,joy
154,@USER Fijn zal proberen niets te zeggen  dus eenrichtingsverkeer🤔moeilijk voor vrouwen😂,0.491158661,0.373264863,0.494239452,anger
155,Ook op Lesbos🇬🇷wordt er hard gewerkt😊Uiteraad altijd op zoek naar de mooiste vakanties☀️🌴🎢⛺️🏙✈️⛷🚗🚌🚄 @LINK @LINK,0.772197792,0.462703457,0.584847454,joy
156,@USER vliegenbos is speciaal😊ik zie de charme van 'raw industrial' niet zo.(wat is de kade hangargoudfazant etc mooi geworden he!),0.539718014,0.313795787,0.352832869,joy
157,@USER @USER @USER @USER @USER se album beste ooit😄groot aanhanger van haar😀#Singmyhartuit❤🌸,0.836074521,0.800076153,0.561423347,joy
158,@USER  Ik twijfel vaak bij uw tweets of het lyrics zijn or just you being wise &amp; mature🤔Either way I like!!,0.673362985,0.654776016,0.567108695,joy
159,#deafspraakopvrijdag Mia heeft ooit😉afgezienze vraagt kun jij nog dromen?,0.383878428,0.28338203,0.421409292,joy
160,@USER Ja Nederlanders maak je geen zorgen😂ik ga keihard optreden tegen terrorisme en immigratiebeleid veel strenger komt goed wees niet bang😂😂,0.427993235,0.766613314,0.845357337,anger
161,Domino's en Ford testen zelfrijdende pizzabezorgauto's @LINK klanten kunnen de pizza met behulp van een code ophalen,0.561799724,0.306134016,0.428545204,neutral
162,@USER Hi Yvonne........en zeg maar gewoon Marijke😉Ben ook van de taal.......en zie hier iemand met zeer verzorgd taalgebruik.....👍🏼,0.653285964,0.21473863,0.677899228,joy
163,@USER Jamerhopen dat je thuis niet meer chagerijnig bent😁dan zie je snoepy,0.565907647,0.435888034,0.444349887,joy
164,Getest! De @USER nail paint to go een nagellak in penvorm🤔Nu op mijn… @LINK,0.47308522,0.520582856,0.447729998,neutral
165,#Omoda ik vind jullie een geweldige winkel! Blijf deze schoenen houden want er zit altijd wat leuks in😍bye! @LINK,0.822695543,0.734810632,0.573116171,joy
166,@USER een verrassingsuitje aan het plannen voor mijn dochter morgen...maar dat weer van morgen🤔wat denken jullie?,0.41109981,0.24175932,0.236435633,fear
167,Geweldig dat we zoveel medailles hebben gehaald bij de #invictusgames 👍🏻👍🏻 Ook de media aandacht hiervoor was ook groot😩maar niet heus. 👎🏻👎🏻,0.073056788,0.522502226,0.304680041,joy
168,@USER Hij brandt al😊sorry ik trek dat heel slecht dat anti-rook gelul...maar ik doe idd wat verstandige Kimmie zegt relax😃😃👍🏻,0.357378507,0.425884294,0.366420229,anger
169,@USER Hier zou ik echt een voorbeeld aan moeten nemen😂mijn haar is echt te lang en het word echt tijd dat ik het ga knippen😂 ps het staat je mooi😍,0.530212366,0.6135087,0.458640807,joy
170,@USER Maar je bent toch geen kat😂of poes😂,0.536955588,0.537197844,0.71236577,joy
171,@USER pfff ik u ook baby😢snel terug daten!!!💗,0.22374644,0.615528654,0.143671169,love
172,@USER Haha😂lieve Marco.Nou en of! Vooral reünie was zeker geschikt om voor tv-serie De Reünie herhaald te worden. Verhalen van ruim 60jaar leven!,0.872073616,0.639645552,0.649075289,joy
173,@USER @USER Je zal er maar tegen aan lopen😢goed dat jullie er waren👍,0.250257842,0.359561962,0.140691682,fear
174,@USER Wow Wes je zit in het filmpje van Barcelona😁super vet!😊😜,0.955642532,0.953021952,0.516163601,joy
175,@USER Ja same😂daarom zei ik hoervis😂,0.449083803,0.595734023,0.74548879,anger
176,Heeft iemand in Groenlo nog een griezelpakje voor een 6-jarig meisje? Morgenochtend nodig😉dtv,0.436811362,0.172721635,0.311755101,neutral
177,@USER Nou als je het leuk vindt kunnen we appe en zien verder wel😜0622391706💋,0.827459138,0.470431071,0.563189811,love
178,@USER gewoon efkes een dipje☹️schat love you toooo,0.190459841,0.491150682,0.16339057,sadness
179,@USER Er staat 2x friendzonen😂lol,0.644798933,0.468452999,0.695701976,joy
180,@USER Goed gewerkt mannen! Viel niet mee voor het publiek na de wereldpot van afgelopen dinsdag😉Op naar het kampioenschap💪🏻,0.840432032,0.616693992,0.788055482,joy
181,Eindelijk is er een leuke side kick bij rtl late night @USER gaat zij weg😞eindelijk iemand die niet nep is op tv!#mariekeTopper!,0.19536302,0.522550781,0.241495285,sadness
182,@LINK reality maar dan zonder dat je iets op je hoofd hebtIn plaats daarvan verandert de kamer steeds met je mee,0.479665008,0.271388881,0.452660123,joy
183,Is je zaak😅 als je niet bij bent met de 🐩SOAP🐵 rond Skitta Dates😶op Snap.  Volg: Skittage — nieuwsgierig,0.535570227,0.577626103,0.772039218,neutral
184,Nog 24 uur voor de trekking😉koop nog snel een lotje om hem te winnen. @LINK @LINK,0.535659879,0.325507082,0.444197053,neutral
185,Vandaag International Beer Day😀Pils Diabolo en de Fastferment starterkit in de aanbieding @LINK,0.459094732,0.376263573,0.386112941,neutral
186,Rotterdam op de tweede plaats van favoriete plaatsen binnen Nederland😊@LINK,0.743380065,0.41564629,0.553585839,joy
187,@USER jazeker😁hoeveel zakjes wil jij kopen?,0.610483617,0.390201499,0.478393544,neutral
